train_dataset	eval_dataset	eval_subj	R_eval_adj_L2reg	R_eval_adj_NNLS	R_eval_adj_diff
Language	Somatotopic	sub-01	0.4286865735701936	0.31835753176172565	0.11032904180846792
Language	Somatotopic	sub-02	0.2943939597586764	0.21952961612819916	0.07486434363047723
Language	Somatotopic	sub-03	0.47592555306801365	0.43655759022365553	0.03936796284435812
Language	Somatotopic	sub-04	0.49273217839006067	0.44442645924215823	0.04830571914790244
Language	Somatotopic	sub-05	0.625569446521069	0.4131524682150952	0.21241697830597384
Language	Somatotopic	sub-06	0.4226835651540947	0.44694289637671936	-0.024259331222624636
Language	Somatotopic	sub-07	0.29726469454052257	0.20467026597245944	0.09259442856806313
Language	Somatotopic	sub-08	0.5585825932927007	0.4471645798766344	0.11141801341606627
Language	Nishimoto	sub-01	0.42746229519965845	0.46018824284187815	-0.0327259476422197
Language	Nishimoto	sub-02	0.3639603980031657	0.503227766228436	-0.1392673682252703
Language	Nishimoto	sub-03	0.3903715741963434	0.46576946121314927	-0.07539788701680589
Language	Nishimoto	sub-04	0.3424963098907155	0.3553033143519046	-0.012807004461189098
Language	Nishimoto	sub-05	0.3252379442362599	0.5679686136799553	-0.24273066944369542
Language	Nishimoto	sub-06	0.31546238036431357	0.48709955970526836	-0.1716371793409548
Language	IBC	sub-01	0.33695905454022124	0.4978749969510116	-0.16091594241079038
Language	IBC	sub-04	0.5769985507211015	0.9151846972327639	-0.33818614651166234
Language	IBC	sub-05	0.4904538305198212	0.6917667633164947	-0.20131293279667345
Language	IBC	sub-06	0.4261343442845704	0.6810235049161767	-0.25488916063160627
Language	IBC	sub-07	0.3282645687573254	0.33370151707165274	-0.005436948314327339
Language	IBC	sub-08	0.1450684941717452	0.25358803621808035	-0.10851954204633515
Language	IBC	sub-09	0.5653971671627892	0.7092460296638881	-0.14384886250109885
Language	IBC	sub-11	0.6761095203907673	0.9848980567915249	-0.30878853640075754
Language	IBC	sub-12	0.6668867884439161	0.7030574400409998	-0.03617065159708366
Language	IBC	sub-13	0.5476199685623796	0.520405091589588	0.02721487697279157
Language	IBC	sub-14	0.4701664985450218	0.48860597822692947	-0.018439479681907678
Language	IBC	sub-15	0.3188142336574239	0.33049075193032923	-0.011676518272905334
Language	HCPur100	sub-101309	0.5382477386928265	0.020564757381384535	0.517682981311442
Language	HCPur100	sub-103111	0.6422897031311485	0.6134205599671826	0.028869143163965938
Language	HCPur100	sub-103414	0.6477696614953695	0.8531111470409147	-0.2053414855455452
Language	HCPur100	sub-103818	0.5605220366169267	0.5260530169058737	0.034469019711052984
Language	HCPur100	sub-105014	0.18474410788111068	0.4053964569577852	-0.22065234907667453
Language	HCPur100	sub-105115	0.5431523643575501	0.5468615841738503	-0.0037092198163002355
Language	HCPur100	sub-110411	0.36576597439992004	0.39571406549869764	-0.029948091098777607
Language	HCPur100	sub-117122	0.8204923590985189	0.6029438415144297	0.21754851758408922
Language	HCPur100	sub-118730	0.4236561317805275	0.6185698480719732	-0.19491371629144572
Language	HCPur100	sub-123117	0.387442787868262	0.6294043637561563	-0.2419615758878943
Language	HCPur100	sub-124422	0.5963888619001722	0.585302428151938	0.011086433748234148
